"id";"Город дистрибьютора";"Торг_точка_грязная";"Торг_точка_грязная_адрес";"outlet_clean_id"
19814;"Ростов-на-Дону";"Тринченко Т.И. ИП ул. Васюкова 18";"346645, Ростовская обл, Семикаракорский р-н, Золотаревка х, И.И.Васюкова ул, дом № 18";0
19815;"Ростов-на-Дону";"Триумф ООО";"347810, Ростовская обл, Каменск-Шахтинский г, Карла Маркса пр-кт, дом № 45";0
19816;"Ростов-на-Дону";"Триумф ООО, ул.Ленина 228м";"347460, Ростовская обл, Зимовниковский р-н, Зимовники п, Ленина ул, дом № 228м";0
19817;"Ростов-на-Дону";"Трофимов А.Б. ИП";"347510, Ростовская обл, Орловский р-н, Орловский п, Чапаевский пер, дом № 90";0
19818;"Ростов-на-Дону";"Трофимова С.А. ИП ул.Красноармейская";"346406, Ростовская обл, Октябрьский р-н, Яново-Грушевский х, Красноармейская ул, дом № 33б";0
19819;"Ростов-на-Дону";"Трощиева Т.И. ИП";"347661, Ростовская обл, Егорлыкский р-н, Егорлыкская ст-ца, Пугачева пер";0
19820;"Ростов-на-Дону";"Трубникова В.П.ИП";"346870, Ростовская обл, Неклиновский р-н, Приморка с, 7-й переулок, дом № 10в";0
19821;"Ростов-на-Дону";"Трудолюбова С.В.ИП";"347874, Ростовская обл, Гуково г, Мичурина ул, дом № 24";0
19822;"Ростов-на-Дону";"Тулякова Л.А. ИП";"346630, Ростовская обл, Семикаракорск г, Араканцева пр-кт, дом № 4/1";0
19823;"Ростов-на-Дону";"Туманина А.Г. ИП";"346550, Ростовская обл, Усть-Донецкий р-н, Усть-Донецкий рп, ул.Степная ,Центральный рынок мемсто10-11";0
19824;"Ростов-на-Дону";"Тунян К.А. ИП";"344002, Ростовская обл, Ростов-на-Дону г, Ульяновская ул, дом № 50";0
19825;"Ростов-на-Дону";"Турапин В.А. ИП";"346630, Ростовская обл, Семикаракорский р-н, Семикаракорск г, 21-й пер, дом № 41";0
19826;"Ростов-на-Дону";"Турапин С.Н.ИП";"346630, Ростовская обл, Семикаракорский р-н, Семикаракорск г, 1-й пер, дом № 93";0
19827;"Ростов-на-Дону";"Турилина В.А.ИП ул.Аптечная,6б";"346273, Ростовская обл, Шолоховский р-н, Дударевский х, Аптечная ул, дом № 6б";0
19828;"Ростов-на-Дону";"Турков С.В. ИП";"346744, Ростовская обл, Азовский р-н, Кулешовка с, Ленина ул, дом № 295 В";0
19829;"Ростов-на-Дону";"Турков С.В. ИП";"346744, Ростовская обл, Азовский р-н, Кулешовка с, Ленина ул, дом № 295, корпус в";0
19830;"Ростов-на-Дону";"Тхатль Н.Я. ИП";"346513, Ростовская обл, Шахты г, Торговая ул, дом № 1";0
19831;"Ростов-на-Дону";"Убыкуненко Н.Г.ИП м. ""Продукты""";"346359, Ростовская обл, Красный Сулин г, Кронштадтская ул, дом № 12, корпус б";0
19832;"Ростов-на-Дону";"Узловенко С.А. ИП";"346553, Ростовская обл, Усть-Донецкий р-н, Апаринский х, Социалистическая ул, дом № 23";0
19833;"Ростов-на-Дону";"Узловенко С.А. ИП ул.Строителей,";"346550, Ростовская обл, Усть-Донецкий р-н, Усть-Донецкий рп, Строителей ул, дом № 51";0
19834;"Ростов-на-Дону";"Узундай М.А. ИП";"346050, Ростовская обл, Тарасовский р-н, Тарасовский п, Островского ул, дом № 154";0
19835;"Ростов-на-Дону";"Уланова С.Б. ИП ул. Пушкинская";"346611, Ростовская обл, Багаевский р-н, Багаевская ст-ца, Пушкинская ул, дом № 1";0
19836;"Ростов-на-Дону";"Ульшин Ю.Ф. ИП";"347664, Ростовская обл, Егорлыкский р-н, Егорлыкская ст-ца, Ворошилова ул, дом № 14";0
19837;"Ростов-на-Дону";"Уманец Е.С. ИП";"346490, Ростовская обл, Октябрьский р-н, Верхнегрушевский п, Ленина ул, дом № 21";0
19838;"Ростов-на-Дону";"Умаров Э.Т. ИП";"346682, Ростовская обл, Мартыновский р-н, Новосадковский х, Степная ул, дом № 25";0
19839;"Ростов-на-Дону";"Умаров Э.Т. ИП";"347450, Ростовская обл, Зимовниковский р-н, Гашун х, Магистральная ул, дом № 14а";0
19840;"Ростов-на-Дону";"Умарова Н.Н.ИП";"346400, Ростовская обл, Новочеркасск г, Платовский пр-кт, 77, пав-он 73";0
19841;"Ростов-на-Дону";"Умрихина Е.Ф. ИП";"347040, Ростовская обл, Белокалитвинский р-н, Белая Калитва г, Комарова ул, дом № 32-А";0
19842;"Ростов-на-Дону";"Универсам №1 ООО";"346910, Ростовская обл, Новошахтинск г, Вокзальная ул, дом № 31 А";0
19843;"Ростов-на-Дону";"Уразгильдеева Н.В.ИП";"344000, Ростовская обл, Ростов-на-Дону г, Тихорецкий пер16,Коммунарова ул.52";0
19844;"Ростов-на-Дону";"Урал-Дон ООО ул.Студенческая, 40";"346633, Ростовская обл, Семикаракорский р-н, Кочетовская ст-ца, Студенческая ул, дом № 40";0
19845;"Ростов-на-Дону";"Урывская В.И. ИП ул.Советская,12";"346389, Ростовская обл, Красносулинский р-н, Зайцевка х, Советская ул, дом № 12";0
19846;"Ростов-на-Дону";"Усанина Е.А.ИП";"347081, Ростовская обл, Тацинский р-н, Быстрогорский п, Кирова ул, дом № 2, корпус а";0
19847;"Ростов-на-Дону";"Усачев И.С.ИП пл.Малаховского";"396790, Воронежская обл, Богучарский р-н, Богучар г, Малаховского пл, дом № 5";0
19848;"Ростов-на-Дону";"Усачев И.С.ИП ул.Кирова,59";"396770, Воронежская обл, Богучарский р-н, Дьяченково с, Кирова ул, дом № 59";0
19849;"Ростов-на-Дону";"Усов В.В. ИП";"347450, Ростовская обл, Зимовниковский р-н, Гашун х, Кооперативная ул, дом № 50";0
19850;"Ростов-на-Дону";"Усова Е.Н. ИП";"346601, Ростовская обл, Багаевский р-н, Манычская ст-ца, Советская ул, дом № 116";0
19851;"Ростов-на-Дону";"Успех ООО Божковка";"346398, Ростовская обл, Красносулинский р-н, Божковка х, Советская ул, дом № 13";0
19852;"Ростов-на-Дону";"Уставщиков В.П. ИП";"346630, Ростовская обл, Семикаракорский р-н, Семикаракорск г, 21-й пер";0
19853;"Ростов-на-Дону";"Устименко Н.П. ИП";"347210, Ростовская обл, Морозовский р-н, Морозовск г, Ворошилова ул, дом № 24";0
19854;"Ростов-на-Дону";"Устян Л.С.ИП";"344064, Ростовская обл, Ростов-на-Дону г, Госпитальный пер, дом № 28/58, кв.65";0
19855;"Ростов-на-Дону";"Утес ООО ул.Свободы, 32Д";"347900, Ростовская обл, Таганрог г, Свободы ул, дом № 32Д";0
19856;"Ростов-на-Дону";"Ушанева С.Л. ИП";"-";0
19857;"Ростов-на-Дону";"Ф-Гриф ООО ул. Кирова";"346758, Ростовская обл, Азовский р-н, Гусарева Балка х, Кирова ул, дом № 23-А";0
19858;"Ростов-на-Дону";"Ф-Гриф ООО ул. Ленина 41";"346757, Ростовская обл, Азовский р-н, Новомирский п, Ленина ул, дом № 41";0
19859;"Ростов-на-Дону";"Ф-Гриф ООО ул. Молодежная 8";"346758, Ростовская обл, Азовский р-н, Гусарева Балка х, Молодежная ул, дом № 8";0
19860;"Ростов-на-Дону";"Ф-Гриф ООО ул. Октябрьская";"346758, Ростовская обл, Азовский р-н, Калиновка х, Октябрьская ул, дом № 37";0
19861;"Ростов-на-Дону";"Фаворит ООО";"347320, Ростовская обл, Цимлянский р-н, Цимлянск г, Социалистическая ул, дом № 15";0
19862;"Ростов-на-Дону";"Фаворит+ ООО ул.Лунная";"346970, Ростовская обл, Матвеево-Курганский р-н, Матвеев Курган п, Лунная ул, дом № 5";0
19863;"Ростов-на-Дону";"Файрадян Р.А. ИП";"344095, Ростовская обл, Ростов-на-Дону г, Белорусская ул, дом № 82/52";0
19864;"Ростов-на-Дону";"Фалчаари Д.В. ИП м-н ""Фрегат""";"346503, Ростовская обл, Шахты г, Хабарова ул, дом № 29";0
19865;"Ростов-на-Дону";"Фалчаари С.В. ИП м-н Спартак";"346503, Ростовская обл, Шахты г, Красинская ул, дом № 118";0
19866;"Ростов-на-Дону";"Фалчаари С.В. ИП пр-т Ленина, 2-б";"346510, Ростовская обл, Шахты г, Ленина пр-кт, дом № 2-б";0
19867;"Ростов-на-Дону";"Фалчари О.Ш.ИП";"346500, Ростовская обл, Шахты г, Комиссаровский пер, дом № 63";0
19868;"Ростов-на-Дону";"Фалчари Ю.М. ИП";"346503, Ростовская обл, Шахты г, Гагарина пер, дом № 13";0
19869;"Ростов-на-Дону";"Фантиков В.И.ИП м-н Колибри";"346311, Ростовская обл, Зверево г, Торговый пав-н ""Калибри"", Ивановская ул";0
19870;"Ростов-на-Дону";"Фарапонова Л.А. ИП";"347739, Ростовская обл, Зерноградский р-н, Сорговый п, Молодежная ул, дом № 4-А";0
19871;"Ростов-на-Дону";"Фарашян А.Г. ИП";"Ростовская обл, Новочеркасское шоссе 1058 км маг-н ""Продукты""";0
19872;"Ростов-на-Дону";"Фарашян А.Г. ИП";"Ростовская обл, Новочеркасское шоссе 1058 км, маг.""Продукты"", т.89289141989";0
19873;"Ростов-на-Дону";"Фатеев Н.Г. ИП";"346400, Ростовская обл, Новочеркасск г, Восточная ул, дом № 11-А";0
19874;"Ростов-на-Дону";"Федина Л.А.ИП";"347250, Ростовская обл, Константиновский р-н, Константиновск г, 25 Октября ул, дом № 153/179";0
19875;"Ростов-на-Дону";"Федоренко Л.С. ИП";"346611, Ростовская обл, 89281170262;89518490723, Багаевская ст-ца, Советская ул, дом № 6а/1а";0
19876;"Ростов-на-Дону";"Федорова А.С. ИП";"344018, Ростовская обл, Ростов-на-Дону г, Мечникова ул, дом № 128";0
19877;"Ростов-на-Дону";"Федорова В.Б. ИП ул.Победы 2-б/13-а";"346734, Ростовская обл, Аксайский р-н, Красный Колос п, Победы ул, дом № 2-а/13-б";0
19878;"Ростов-на-Дону";"Федорова Л.Ю. ИП";"347338, Ростовская обл, Волгодонской р-н, Прогресс п, Ленина ул, дом № 20";0
19879;"Ростов-на-Дону";"Федорова Н.В. ИП пр.40-я Победы, 75";"344111, Ростовская обл, Ростов-на-Дону г, 40-летия Победы пр-кт, дом № 75";0
19880;"Ростов-на-Дону";"Федорова Н.В. ИП ул.Солидарности,134//22";"344048, Ростовская обл, Ростов-на-Дону г, Солидарности ул, дом № 134/22";0
19881;"Ростов-на-Дону";"Федоровская Л.Н. ИП ул.Седова,30а";"346356, Ростовская обл, Красносулинский р-н, Красный Сулин г, Седова ул, дом № 30а";0
19882;"Ростов-на-Дону";"Федоровская Л.Н. ИП ул.Сулинская, 11";"346353, Ростовская обл, Красносулинский р-н, Красный Сулин г, Сулинская ул, дом № 11";0
19883;"Ростов-на-Дону";"Федорченко О.В. ИП";"346400, Ростовская обл, Новочеркасск г, Маяковского ул, дом № 58/65";0
19884;"Ростов-на-Дону";"Федосеенко М.В. ИП";"347560, Ростовская обл, Песчанокопский р-н, Развильное с, Ростовская ул, дом № 67";0
19885;"Ростов-на-Дону";"Федоськин А.А.ИП";"346506, Ростовская обл, Шахты г, Ленинского Комсомола пр-кт, дом № 60, кв.б";0
19886;"Ростов-на-Дону";"Федотова О.В. ИП";"347837, Ростовская обл, Каменский р-н, Красновка х, Калинина ул, дом № 40";0
19887;"Ростов-на-Дону";"Феникс ООО ул. Советская 76";"346350, Ростовская обл, Красносулинский р-н, Красный Сулин г, Советская ул, дом № 76";0
19888;"Ростов-на-Дону";"Феникс ООО ул.Победы";"346350, Ростовская обл, Красносулинский р-н, Красный Сулин г, Победы ул, дом № 15";0
19889;"Ростов-на-Дону";"Феоктистов И.Г. ИП";"346535, Ростовская обл, Шахты г, Кооперативная ул, дом № 43";0
19890;"Ростов-на-Дону";"Феталиева Т.А. ИП";"346621, Ростовская обл, Багаевский р-н, Елкин х, Центральный пер, дом № 54, корпус б";0
19891;"Ростов-на-Дону";"Фетисова О.А. ИП ул.Горная. д. 11-а";"347091, Ростовская обл, Тацинский р-н, Жирнов рп, Горная ул, дом № 11-а";0
19892;"Ростов-на-Дону";"Филатов Г.А. ИП";"346330, Ростовская обл, Донецк г, Казакова ул, дом № 72";0
19893;"Ростов-на-Дону";"Филатова Н.Н. ИП";"346989, Ростовская обл, Матвеево-Курганский р-н, Большая Кирсановка х, Мира ул, дом № 13";0
19894;"Ростов-на-Дону";"Филенко С.М.ИП";"352016, Краснодарский край, Кущевский р-н, Глебовка х, Центральный пер, дом № 23";0
19895;"Ростов-на-Дону";"Филенко С.М.ИП ул.Красная,120а";"352016, Краснодарский край, Кущевский р-н, Глебовка х, Красная ул, дом № 120а";0
19896;"Ростов-на-Дону";"Филимонова О.А.ИП";"346250, Ростовская обл, Боковский р-н, Боковская ст-ца, Луговая ул, дом № 61/1, кв.1";0
19897;"Ростов-на-Дону";"Филимонова О.А.ИП Ермак";"346250, Ростовская обл, Боковский р-н, Боковская ст-ца, Чкалова пер, дом № 90к, кв.1";0
19898;"Ростов-на-Дону";"Филимонова О.А.ИП Сказка";"346260, Ростовская обл, Шолоховский р-н, Базковская ст-ца, Советская ул, дом № 240а, кв.1";0
19899;"Ростов-на-Дону";"Филиппова Н.Е. ИП";"346947, Ростовская обл, Куйбышевский р-н, Русское с, Школьная ул, дом № 12, кв.12";0
19900;"Ростов-на-Дону";"Филипченко Н.Т.ИП м. ""Надежда""";"346535, Ростовская обл, Шахты г, Кошевого ул, дом № 19-А";0
19901;"Ростов-на-Дону";"Финаев Н.А. ИП м-н Ирина";"346311, Ростовская обл, Зверево г, м-н Салют, Макаренко ул";0
19902;"Ростов-на-Дону";"Финаев Н.А.ИП Макаренко";"346311, Ростовская обл, Зверево, м-н Салют, Макаренко, дом № 18-А";0
19903;"Ростов-на-Дону";"Фирма АСП ООО";"346892, Ростовская обл, Батайск г, Южная пер, дом № 48";0
19904;"Ростов-на-Дону";"Фирсов С.С. ИП";"-";0
19905;"Ростов-на-Дону";"Фирсова М.А. ИП";"346580, Ростовская обл, Родионово-Несветайский р-н, Родионово-Несветайская сл, Первомайская ул, дом № 40";0
19906;"Ростов-на-Дону";"Фирстова Л.Д. ИП";"Ростовская, Целинский, п.Целина, 7-я линия, дом № 22";0
19907;"Ростов-на-Дону";"Фисенко С.П. ИП";"347210, Ростовская обл, Морозовский р-н, Морозовск г, Подтелкова ул ж/д переезд пав. 4";0
19908;"Ростов-на-Дону";"Фоменко Т.М. ИП";"347250, Ростовская обл, Константиновский р-н, Константиновск г, Баумана ул, дом № 106/1";0
19909;"Ростов-на-Дону";"Фомин С.Н.ИП";"352030, Краснодарский край, Кущевский р-н, Садовый п, Мира ул, дом № 44/1";0
19910;"Ростов-на-Дону";"Фомина И.С. х. Лагунный";"347463, Ростовская обл, Зимовниковский р-н, Лагунный п, Луговая ул, дом № 7";0
19911;"Ростов-на-Дону";"Фомичева Л.И. ИП";"347311, Ростовская обл, Цимлянский р-н, Лозной х, Космонавтов пер, дом № 14а";0
19912;"Ростов-на-Дону";"Фомичева Л.И. ИП";"347360, Ростовская обл, Волгодонск г, Рынок";0
19913;"Ростов-на-Дону";"Форсайт ООО";"346400, Ростовская обл, Новочеркасск г, Клещева ул, дом № 8-А";0
19914;"Ростов-на-Дону";"Фортуна ООО ул.Чистова,9";"346378, Ростовская обл, Красносулинский р-н, Садки х, Чистова ул, дом № 9";0
19915;"Ростов-на-Дону";"Фралова Л.А. ИП";"346523, Ростовская обл, Шахты г;Ватутина ул д.12 кв1, Адрес дос-и: Шахты г, Ватутина ул д.12 Торговй киоск";0
19916;"Ростов-на-Дону";"Фролова Л.А. ИП";"346523, Ростовская обл, Шахты г;Ватутина ул д.12 кв1, Адрес дос-и: Шахты г, Ватутина ул д.12 Торговй киоск";0
19917;"Ростов-на-Дону";"Фролова Л.А.ИП";"346523, Ростовская обл, Шахты г, Ватутина ул Торговый киоск";0
19918;"Ростов-на-Дону";"Хавхалюк Т.В.ИП";"346143, Ростовская обл, Миллеровский р-н, Северный сад х., Молодежная, дом № 40";0
19919;"Ростов-на-Дону";"Хамутько И.И. ИП";"347556, Ростовская обл, Пролетарский р-н, Николаевский 2-й х, Ленина ул, дом № 24, кв.1";0
19920;"Ростов-на-Дону";"Хамутько И.И. ИП";"х. Николаевский 2-й, Ленина, дом № 24, кв.1";0
19921;"Ростов-на-Дону";"Хантимиров А.Р. ИП";"344000, Ростовская обл, Ростов-на-Дону г, Содружества ул, дом № 3";0
19922;"Ростов-на-Дону";"Хантимиров А.Р. ИП ул.Доватора, 140а";"344000, Ростовская обл, Ростов-на-Дону г, Доватора ул, дом № 140-а";0
19923;"Ростов-на-Дону";"Хапизов И.Н. ИП";"347552, Ростовская обл, Пролетарский р-н, Сухой х, Пионерская ул, дом № 54";0
19924;"Ростов-на-Дону";"Хапизов И.Н. ИП";"х. Сухой, Пионерская, дом № 54";0
19925;"Ростов-на-Дону";"Харалампова А.Г.ИП ул.Федосеева49";"346513, Ростовская обл, Шахты г, Федосеева ул, дом № 49";0
19926;"Ростов-на-Дону";"Харитонова Н.В.ИП";"404462, Волгоградская обл, Чернышковский р-н, Чернышковский рп, Советская ул, дом № 144";0
19927;"Ростов-на-Дону";"Харченко Ю.И. ИП";"346400, Ростовская обл, Новочеркасск г, Мацоты ул, дом № 55/1";0
19928;"Ростов-на-Дону";"Хатламаджиев А.Д.ИП";"346513, Ростовская обл, Шахты г, Шишкина пер, дом № 140";0
19929;"Ростов-на-Дону";"Хатламаджиян А.С. ИП";"346800, Ростовская обл, Мясниковский р-н, Чалтырь с, Мясникяна ул, дом № 27-б";0
19930;"Ростов-на-Дону";"Хатламаджиян Е.Е.ИП";"346812, Ростовская обл, Мясниковский р-н, Крым с, Мясникяна ул, дом № 28";0
19931;"Ростов-на-Дону";"Хачатрян М.Ж. ИП";"346350, Ростовская обл, Красносулинский р-н, Красный Сулин г, Фурманова ул 2-А пав-он № 22";0
19932;"Ростов-на-Дону";"Хачатрян М.Ж. ИП";"346356, Ростовская обл, Красносулинский р-н, Красный Сулин г, Фурманова ул, дом № 2-А";0
19933;"Ростов-на-Дону";"Хачатрян М.Ж. ИП пав-он 35";"346350, Ростовская обл, Красносулинский р-н, Красный Сулин г, Фурманова ул 2-А, павильон 35";0
19934;"Ростов-на-Дону";"Хачатуров В.С. ИП придонск";"346487, Ростовская обл, Октябрьский р-н, Нижнедонской п, пер.Центральный, дом № 8/1";0
19935;"Ростов-на-Дону";"Хачатурян С.В. ИП ул.Центральная";"347685, Ростовская обл, Егорлыкский р-н, Балко-Грузский х, Центральная ул, дом № 74";0
19936;"Ростов-на-Дону";"Хачатурян С.В. ИП х.Мирный";"347632, Ростовская обл, Сальск г, Станиславского ул, дом № 95, корпус а";0
19937;"Ростов-на-Дону";"Хачатурян С.В. ИП х.Мирный";",347684, Ростовская обл, Егорлыкский р-н, , Мирный х, Шоссейная ул, 9, ,";0
19938;"Ростов-на-Дону";"Хачатурян С.В. ИП х.Мирный";"347684, Ростовская обл, Егорлыкский р-н, Мирный х, Шоссейная ул, дом № 9";0
19939;"Ростов-на-Дону";"Хижникова А.А.ИП";"346000, Ростовская обл, Чертковский р-н, Чертково п, Петровского ул, дом № 239а";0
19940;"Ростов-на-Дону";"Хиля В.П. ИП х.Пухляковский, маг-н ""Анна""";"346561, Ростовская обл, Усть-Донецкий р-н, Пухляковский х, Студенческая ул, дом № 8";0
19941;"Ростов-на-Дону";"Хлиян Р.Е.ИП";"346800, Ростовская обл, Мясниковский р-н, Чалтырь с, Ростовская ул, дом № 34";0
19942;"Ростов-на-Дону";"Хлопонина Е.Б. ИП";"346050, Ростовская обл, Тарасовский р-н, Тарасовский п, Кирова ул, дом № 10";0
19943;"Ростов-на-Дону";"Ходжабян М.Б. ИП ул.Венеры, 21";"346735, Ростовская обл, Аксайский р-н, Верхнетемерницкий п, Венеры ул, дом № 21";0
19944;"Ростов-на-Дону";"Хозеева И.Г. ИП";"346537, Ростовская обл, Шахты г, м-н Ромашка, Аллейный б-р, дом № 10";0
19945;"Ростов-на-Дону";"Холоденко И.В.ИП м-н Ева";"347880, Ростовская обл, Гуково г, Милицейская ул, дом № 25, корпус б";0
19946;"Ростов-на-Дону";"Холоденко М.В. ИП Комсомольска, 39/1";"347874, Ростовская обл, Гуково г, Комсомольская ул 39/1, павильон № 3";0
19947;"Ростов-на-Дону";"Холоденко М.В. ИП Ленинрадская, 28-а";"347872, Ростовская обл, Гуково г, Ленинградская ул, дом № 28-А";0
19948;"Ростов-на-Дону";"Холоденко М.В. ИП ул.Комсомольская, 50";"347880, Ростовская обл, Гуково г, Комсомольская ул, дом № 50";0
19949;"Ростов-на-Дону";"Холоимова О.А. ИП";"-";0
19950;"Ростов-на-Дону";"Хомовская Е.С.ИП";"346719, Ростовская обл, Аксайский р-н, Красный п, Садовая ул, дом № 2а";0
19951;"Ростов-на-Дону";"Хомутова Н.А. ИП";"346503, Ростовская обл, Шахты г, Хабарова ул, дом № 20 А";0
19952;"Ростов-на-Дону";"Хохлачев А.П.ИП";"346506, Ростовская обл, Шахты г, Благодатная ул, дом № 44";0
19953;"Ростов-на-Дону";"Хохлова О.В. ИП";"347037, Ростовская обл, Белокалитвинский р-н, Белая Калитва г, В-Горняцкий, М. Горького, дом № 22";0
19954;"Ростов-на-Дону";"Хошенко Т.В. ИП";"346633, Ростовская обл, Семикаракорский р-н, Кочетовская ст-ца, 11-й пер, дом № 41";0
19955;"Ростов-на-Дону";"Храмкова М.В. ИП";"347863, Ростовская обл, Каменский р-н, Диченский х, Левитана ул, дом № 1-б";0
19956;"Ростов-на-Дону";"Хрипунов А.В. ИП";"347210, Ростовская обл, Морозовский р-н, Морозовск г, Луначарского ул, дом № 157";0
19957;"Ростов-на-Дону";"Хрипунов А.В.ИП ул.Луначарского";"347201, Ростовская обл, Морозовский р-н, Малая Хлоповая х, Солнечная ул, дом № 26а";0
19958;"Ростов-на-Дону";"Хрипунов А.В.ИП ул.Луначарского";"347210, Ростовская обл, Морозовский р-н, Морозовск г, Луначарского ул, дом № 157";0
19959;"Ростов-на-Дону";"Хрипунов А.В.ИП ул.Луначарского";"347410, Ростовская обл, Дубовский р-н, Дубовское с, Элеваторный пер, дом № 25 А";0
19960;"Ростов-на-Дону";"Хрипунов С.В. ИП";"347210, Ростовская область, Морозовский р-н, Морозовск г, Руднева ул, дом № 181";0
19961;"Ростов-на-Дону";"Христюченко С.В.ИП";"347706, Ростовская обл, Кагальницкий р-н, Кировская ст-ца, Московская ул, дом № 69";0
19962;"Ростов-на-Дону";"Хромых Л.П. ИП";"346900, Ростовская обл, Новошахтинск г, Короленко ул, дом № 9-В";0
19963;"Ростов-на-Дону";"Хрустева О.В. ИП";"347270, Ростовская обл, Константиновский р-н, Камышный х, Мира ул, дом № 10";0
19964;"Ростов-на-Дону";"Худоерко Н.В.ИП";"346064, Ростовская обл, Тарасовский р-н, Большинка сл, Башмакова И.В. ул, дом № 1, корпус в";0
19965;"Ростов-на-Дону";"Хутова А.Н. ИП";"Ростовская обл, Усть-Донецкий р-н, 1,5 км по напрвлению на юго-запад от ст. Усть-Быстрянская";0
19966;"Ростов-на-Дону";"Хухлаев А.И.ИП";"347311, Ростовская обл, Цимлянский р-н, Лозной х, Аббясева ул, дом № 2/2";0
19967;"Ростов-на-Дону";"Царское м-н Ольга";"346550, Ростовская обл, Усть-Донецкий р-н, Усть-Донецкий рп, Почтовый пер 1, м-н ""Ольга""";0
19968;"Ростов-на-Дону";"Царское ООО м-н Колос";"346550, Ростовская обл, Усть-Донецкий рп, Строителей ул, дом № 79";0
19969;"Ростов-на-Дону";"Царское ООО м-н Колос";"346550, Ростовская обл, 8-905-479-61-11 Света; 8(86351) 97, м-н Колос, Усть-Донецкий рп, Строителей ул, дом № 79";0
19970;"Ростов-на-Дону";"Цвыченко В.Г.ИП";"346200, Ростовская обл, Кашарский р-н, Кашары сл, Комсомольская ул, дом № 42";0
19971;"Ростов-на-Дону";"Церунян А.Г. ИП ул.7 Февраля д.57";"344019, Ростовская обл, Ростов-на-Дону г, 7 Февраля ул, дом № 57";0
19972;"Ростов-на-Дону";"Церунян А.Г. ИП ул.40-я Победы";"344111, Ростовская обл, Ростов-на-Дону г, 40-летия Победы пр-кт, дом № 97";0
19973;"Ростов-на-Дону";"Цокур Ю.В. ИП";"347401, Ростовская обл, Дубовский р-н, Гуреев х, Школьная ул, дом № 13";0
19974;"Ростов-на-Дону";"Цуканова Т.И. ИП пер. Промышленный";"346751, Ростовская обл, Азовский р-н, Самарское с, Промышленный пер, дом № 98";0
19975;"Ростов-на-Дону";"Цуканово Т.И. ИП";"346754, Ростовская обл, Азовский р-н, Самарское с, К.Маркса ул, дом № 122";0
19976;"Ростов-на-Дону";"Цыбулин И.М. ИП";"346811, Ростовская обл, Мясниковский р-н, Калинин х, Школьная ул, дом № 81-А";0
19977;"Ростов-на-Дону";"Цыбулин И.М. ИП ул.Советская 1-я";"346811, Ростовская обл, Мясниковский р-н, Калинин х, Советская 1-я ул, дом № 24а";0
19978;"Ростов-на-Дону";"Чаговец В.И. ИП";"344020, Ростовская обл, 8-918-598-20-41, Ростов-на-Дону г, Брестская ул, дом № 27, кв.1";0
19979;"Ростов-на-Дону";"Чайкина И.М.ИП ул.Ленина";"347320, Ростовская обл, Цимлянский р-н, Цимлянск г, Ленина ул, дом № 43/38";0
19980;"Ростов-на-Дону";"Чакалова Э.А. ИП";"347269, Ростовская обл, Константиновский р-н, Упраздно-Кагальницкий х, Солнечная ул, дом № 28";0
19981;"Ростов-на-Дону";"Чалапов С.И. ИП";"347462, Ростовская обл, Зимовниковский р-н, Зимовники п, 302 Стрелковой Дивизии ул, дом № 24 в";0
19982;"Ростов-на-Дону";"Чалапов С.И. ИП ул. 302 Стрелковой Дивизии";"347462, Ростовская обл, Зимовниковский р-н, Зимовники п, 302 Стрелковой Дивизии ул, дом № 24 в";0
19983;"Ростов-на-Дону";"Чаленко Л.И. ИП";"346490, Ростовская обл, Октябрьский р-н, Верхнегрушевский п, Октябрьский пер, дом № 11";0
19984;"Ростов-на-Дону";"Чалова А.В. ИП ул.Ленина,72";"346787, Ростовская обл, Азов г, Ленина ул, дом № 72";0
19985;"Ростов-на-Дону";"Частное лицо";",344023, Ростовская обл, , Ростов-на-Дону г, , Ленина пр-кт, 245/2, ,";0
19986;"Ростов-на-Дону";"Частное лицо";"344023, Ростовская обл, Ростов-на-Дону г, Ленина пр-кт, дом № 245/2";0
19987;"Ростов-на-Дону";"частное лицо";"-";0
19988;"Ростов-на-Дону";"Чебанная О.Г.ИП";"347606, Ростовская обл, Сальский р-н, Екатериновка с, Новостройка ул, дом № 21а";0
19989;"Ростов-на-Дону";"Чебонян Т.Е.ИП";"346400, Ростовская обл, Новочеркасск г, Комитетская ул, дом № 47";0
19990;"Ростов-на-Дону";"Чебонян Т.Е.ИП пр.Платовский 39/24";"346400, Ростовская обл, Новочеркасск г, Платовский пр-кт, дом № 39/24";0
19991;"Ростов-на-Дону";"Чеботарева Д.М.ИП";"346186, рлос, Верхнедонской р-н, Песковатская Лопатина х, Песковатсколопатинская ул, дом № 162";0
19992;"Ростов-на-Дону";"Чеботарева Ю.А. ИП ул.Ворошилова";"346350, Ростовская обл, Красный Сулин г, Ворошилова ул, дом № 8-а";0
19993;"Ростов-на-Дону";"Чекурова Т.А.ИП";"347030, Ростовская обл, Белокалитвинский р-н, Литвиновка с, Центральная ул, дом № 90";0
19994;"Ростов-на-Дону";"Челидзе Д.Д. ИП";"344000, Ростовская обл, Ростов-на-Дону г, Чкаловский рынок, Днепровский рынок";0
19995;"Ростов-на-Дону";"Чемирова Н.Г. ИП";"346500, Ростовская обл, Шахты г, Советская ул, дом № 66-68";0
19996;"Ростов-на-Дону";"Чепелева Л.Г.";"347830, Ростовская обл, Каменский р-н, Старая Станица х, Буденного ул, дом № 62";0
